Soil_Type,Farm_Area_acres,Water_Availability_L_per_week,Irrigation_Type,Fertilizer_Used_kg,Season,Rainfall_mm,Temperature_C,Soil_pH,Crop,Crop_Yield_ton_per_acre
Silty,19.15,1103,Sprinkler,187.5,Rabi,547.28,32.14,6.0,Rice,3.816
Clay,8.86,688,Sprinkler,33.41,Rabi,1069.9,10.15,6.02,Maize,3.345
Clay,19.1,1175,Rainfed,94.82,Rabi,1143.98,28.05,6.12,Potato,6.439
Silty,16.65,1137,Flood,151.3,Kharif,1447.69,30.83,7.99,Maize,4.583
Clay,10.14,2496,Rainfed,140.19,Rabi,1304.92,43.62,8.7,Potato,6.115
Loamy,13.81,2344,Drip,60.77,Zaid,1268.67,32.77,8.63,Potato,5.87
Clay,9.26,546,Flood,49.35,Zaid,1100.01,30.14,5.41,Tomato,6.617
Clay,11.62,1319,Rainfed,161.16,Zaid,354.03,28.94,6.05,Tomato,6.048
Silty,2.1,4307,Sprinkler,192.12,Summer,1252.01,13.62,7.69,Rice,4.745
Silty,14.23,3522,Drip,158.17,Kharif,1415.92,24.97,7.47,Wheat,4.197
Clay,2.0,1580,Sprinkler,193.38,Rabi,707.93,14.7,6.4,Maize,2.949
Sandy,16.52,3646,Rainfed,128.9,Rabi,607.76,11.84,8.45,Wheat,3.188
Silty,16.67,1777,Drip,187.24,Summer,879.23,21.53,5.52,Maize,4.236
Peaty,5.5,4234,Flood,144.28,Kharif,1443.39,32.59,7.56,Rice,4.415
Peaty,7.15,2717,Flood,183.6,Summer,266.08,40.34,6.09,Rice,3.03
Loamy,10.14,3386,Rainfed,49.09,Zaid,1121.54,38.36,7.11,Maize,3.756
Clay,12.34,1295,Rainfed,166.8,Summer,1259.07,20.31,6.55,Potato,6.456
Sandy,6.46,3828,Flood,55.41,Kharif,1225.37,11.61,8.92,Tomato,6.131
Loamy,12.26,3506,Flood,24.94,Summer,936.81,24.09,6.95,Maize,3.378
Clay,6.66,3684,Rainfed,113.17,Kharif,1396.73,21.02,8.9,Potato,7.204
Silty,2.05,2889,Flood,77.29,Summer,374.88,22.99,6.02,Maize,3.066
Peaty,1.05,4643,Drip,27.84,Kharif,518.7,29.57,8.07,Maize,2.82
Sandy,2.92,4358,Rainfed,196.45,Rabi,599.04,11.06,7.87,Maize,3.523
Peaty,16.05,1718,Drip,139.96,Zaid,211.28,22.98,8.39,Maize,3.567
Silty,19.27,2260,Sprinkler,182.33,Kharif,681.87,29.55,7.77,Maize,3.861
Clay,9.11,1224,Drip,199.83,Summer,408.86,25.08,7.73,Potato,6.166
Silty,10.74,1844,Rainfed,90.55,Summer,1142.01,33.35,7.64,Rice,4.019
Silty,3.79,637,Sprinkler,65.85,Zaid,739.44,16.51,8.94,Tomato,6.06
Peaty,11.47,4950,Flood,53.1,Rabi,1115.8,15.38,5.91,Tomato,6.105
Sandy,3.75,4054,Drip,112.73,Rabi,581.75,20.78,5.12,Potato,5.612
Silty,12.61,3259,Drip,129.09,Rabi,371.49,13.56,7.71,Potato,5.082
Peaty,18.73,558,Rainfed,105.04,Kharif,371.59,18.27,5.69,Maize,2.81
Sandy,4.72,1270,Flood,89.71,Zaid,464.24,13.04,7.72,Rice,3.321
Clay,15.53,888,Rainfed,50.29,Kharif,349.78,24.07,6.28,Rice,2.872
Clay,1.45,4424,Flood,99.53,Kharif,486.71,34.9,5.17,Wheat,2.826
Loamy,8.13,3922,Rainfed,35.34,Kharif,952.74,20.03,8.08,Rice,3.42
Peaty,3.1,4934,Flood,175.71,Kharif,533.24,10.13,5.21,Maize,2.977
Sandy,7.7,1095,Sprinkler,28.44,Summer,645.83,29.5,5.9,Wheat,2.766
Silty,4.3,935,Rainfed,88.52,Summer,268.55,34.22,6.35,Potato,5.259
Clay,8.09,1973,Sprinkler,38.02,Summer,1359.87,23.7,5.53,Maize,3.329
Sandy,8.93,4972,Rainfed,159.5,Kharif,379.61,20.39,8.65,Wheat,3.268
Peaty,6.71,2482,Rainfed,76.29,Rabi,653.27,27.17,7.49,Maize,2.857
Loamy,13.48,2938,Rainfed,40.36,Summer,693.32,13.54,8.5,Potato,5.573
Clay,18.46,3368,Drip,115.67,Zaid,1203.76,32.54,7.73,Wheat,3.801
Sandy,8.61,4709,Rainfed,184.93,Summer,828.61,35.67,8.97,Maize,3.345
Sandy,4.65,4317,Flood,183.56,Kharif,697.84,34.66,7.1,Tomato,6.678
Sandy,6.14,1273,Drip,64.94,Kharif,1104.64,21.5,5.22,Potato,5.675
Peaty,17.23,2426,Flood,149.54,Kharif,976.12,39.49,5.64,Wheat,3.144
Peaty,11.86,2719,Flood,25.45,Summer,301.57,43.14,7.35,Tomato,5.283
Peaty,9.65,517,Flood,43.73,Rabi,606.51,20.4,6.39,Tomato,6.095
Silty,3.84,4830,Flood,109.91,Kharif,1472.19,19.2,5.45,Wheat,4.049
Sandy,9.54,4466,Flood,61.18,Zaid,828.34,34.64,5.95,Rice,3.33
Clay,6.29,2192,Sprinkler,163.69,Kharif,751.45,34.79,6.9,Rice,3.925
Peaty,18.92,3270,Drip,187.59,Rabi,394.9,27.86,7.07,Maize,3.301
Peaty,17.8,4876,Flood,20.78,Rabi,1290.79,42.32,8.74,Wheat,2.996
Sandy,2.59,3767,Sprinkler,61.92,Rabi,373.3,15.12,5.36,Wheat,2.608
Peaty,10.82,1638,Sprinkler,99.12,Kharif,336.61,26.71,6.43,Tomato,5.37
Silty,5.28,2195,Flood,121.35,Zaid,770.7,11.23,7.02,Tomato,6.236
Silty,8.8,2086,Rainfed,184.86,Zaid,767.64,11.84,5.45,Tomato,6.005
Peaty,17.66,2831,Flood,180.54,Kharif,1475.91,11.88,7.75,Potato,6.234
Sandy,11.02,3169,Sprinkler,134.69,Summer,365.79,27.21,7.06,Rice,3.691
Sandy,7.35,2768,Flood,66.33,Summer,828.98,30.61,6.84,Maize,2.995
Sandy,4.95,2556,Sprinkler,160.99,Zaid,461.62,10.12,7.62,Maize,2.872
Loamy,16.21,2922,Flood,56.48,Summer,1112.29,32.14,6.15,Wheat,3.163
Peaty,12.87,3986,Sprinkler,193.73,Summer,709.19,27.14,6.36,Tomato,6.458
Sandy,9.89,3249,Flood,21.05,Zaid,1043.01,17.83,5.65,Wheat,3.074
Silty,5.13,4541,Rainfed,122.56,Summer,639.93,10.53,7.09,Rice,3.516
Clay,7.35,3324,Rainfed,35.91,Summer,933.91,15.46,6.49,Potato,5.127
Clay,19.24,1905,Sprinkler,93.37,Kharif,809.88,31.01,6.04,Rice,3.143
Sandy,10.88,2386,Rainfed,134.29,Summer,686.67,33.06,5.5,Wheat,3.136
Clay,8.61,3487,Rainfed,144.13,Zaid,898.78,32.65,5.09,Tomato,6.797
Clay,10.91,4075,Drip,161.4,Kharif,698.94,15.36,5.77,Wheat,3.293
Loamy,15.8,3227,Flood,126.8,Zaid,1247.82,41.89,5.99,Tomato,6.44
Silty,7.46,2363,Flood,65.24,Kharif,843.81,24.38,6.94,Tomato,6.677
Silty,4.4,2853,Rainfed,180.07,Zaid,1374.07,36.88,5.96,Wheat,4.263
Loamy,12.11,3396,Rainfed,166.0,Rabi,489.65,15.83,8.27,Potato,5.118
Loamy,13.64,3001,Sprinkler,48.81,Kharif,345.76,26.47,6.9,Wheat,2.477
Clay,14.54,1437,Flood,168.77,Kharif,695.26,28.25,7.5,Rice,4.041
Peaty,17.76,2580,Drip,195.08,Kharif,438.76,36.96,5.83,Rice,3.355
Clay,8.05,2255,Drip,134.7,Zaid,711.06,31.75,6.66,Maize,3.362
Loamy,2.43,3890,Rainfed,70.72,Rabi,469.63,23.98,7.41,Rice,3.309
Silty,19.21,1716,Sprinkler,129.19,Kharif,1328.68,19.89,6.24,Rice,4.305
Clay,9.27,1703,Sprinkler,81.66,Rabi,938.28,44.05,6.34,Wheat,2.602
Peaty,12.84,2390,Flood,141.67,Summer,846.87,19.96,8.23,Wheat,3.895
Clay,13.66,3531,Rainfed,118.06,Kharif,1224.07,14.53,8.35,Potato,6.185
Sandy,11.38,890,Rainfed,187.31,Summer,369.48,20.51,7.13,Rice,3.458
Clay,4.9,3011,Sprinkler,131.22,Kharif,1314.12,21.44,8.59,Potato,6.662
Loamy,15.35,3477,Drip,58.52,Rabi,828.3,14.48,7.95,Potato,5.386
Silty,16.27,4246,Drip,150.52,Summer,377.36,34.79,5.22,Rice,3.732
Silty,11.51,598,Flood,74.16,Zaid,1265.23,31.67,7.24,Wheat,3.471
Loamy,10.28,2695,Rainfed,69.03,Kharif,799.01,21.08,7.79,Tomato,5.623
Sandy,3.16,1501,Rainfed,90.52,Kharif,985.98,44.76,7.16,Tomato,5.723
Loamy,2.6,2070,Drip,22.16,Rabi,1361.69,32.93,8.33,Tomato,6.656
Clay,7.45,4898,Rainfed,194.45,Zaid,1357.9,34.61,6.2,Potato,6.948
Loamy,6.91,4129,Rainfed,115.82,Kharif,1360.66,29.5,5.26,Tomato,6.451
Loamy,19.12,1563,Sprinkler,159.23,Summer,741.99,29.31,7.53,Maize,4.07
Sandy,15.89,1138,Flood,66.41,Zaid,1174.49,10.7,7.92,Maize,3.728
Clay,13.54,3242,Flood,154.39,Zaid,503.25,36.98,8.06,Potato,5.345
Peaty,10.84,1642,Flood,122.09,Rabi,1280.53,41.88,5.04,Wheat,3.53
Peaty,4.18,2620,Sprinkler,96.35,Summer,644.24,14.28,7.69,Rice,2.751
Silty,19.59,1051,Flood,194.72,Summer,803.09,37.85,5.08,Potato,5.809
Loamy,8.13,3775,Flood,108.89,Kharif,1358.81,28.7,8.1,Tomato,6.766
Silty,3.03,1476,Drip,138.34,Kharif,1247.46,19.99,7.81,Rice,4.432
Sandy,10.38,4691,Drip,22.76,Zaid,1438.26,42.23,7.27,Wheat,3.173
Peaty,17.61,3850,Flood,74.26,Zaid,672.51,10.61,7.03,Tomato,5.798
Loamy,17.86,3714,Sprinkler,179.96,Rabi,396.41,19.59,7.86,Maize,3.098
Sandy,1.21,4047,Sprinkler,156.61,Zaid,1383.53,41.02,5.23,Maize,4.143
Sandy,17.84,3431,Sprinkler,116.62,Rabi,841.1,26.84,8.33,Potato,6.392
Loamy,6.16,4569,Rainfed,182.03,Rabi,1356.22,30.96,5.8,Wheat,4.279
Sandy,1.74,4485,Rainfed,107.52,Summer,1151.7,36.24,6.91,Potato,5.975
Loamy,17.11,4641,Sprinkler,121.97,Summer,1337.24,15.18,6.95,Wheat,3.529
Loamy,17.41,845,Drip,88.79,Zaid,1051.14,17.53,8.11,Potato,5.739
Clay,12.33,3442,Rainfed,131.61,Zaid,1256.08,44.95,5.77,Rice,3.621
Silty,11.91,1576,Sprinkler,77.42,Summer,356.44,18.31,6.2,Potato,4.676
Sandy,16.45,1671,Rainfed,89.39,Zaid,1458.78,28.87,7.65,Rice,4.307
Sandy,15.94,4270,Rainfed,193.94,Summer,435.27,20.45,6.65,Wheat,3.48
Clay,17.91,3661,Rainfed,40.04,Kharif,231.85,39.8,6.2,Rice,2.379
Clay,11.5,732,Rainfed,38.95,Zaid,890.05,43.66,7.49,Rice,3.57
Clay,19.39,4298,Sprinkler,27.8,Rabi,1125.49,14.95,5.35,Potato,5.395
Peaty,19.93,4646,Rainfed,77.61,Kharif,1131.34,31.02,8.16,Rice,3.872
Peaty,3.21,4407,Flood,91.68,Kharif,641.0,38.41,7.1,Tomato,6.115
Peaty,17.14,4199,Sprinkler,37.01,Zaid,1179.98,38.81,5.82,Tomato,5.995
Loamy,10.5,950,Sprinkler,118.84,Summer,1295.33,25.42,6.63,Wheat,4.069
Sandy,8.36,1862,Sprinkler,124.99,Rabi,993.02,17.89,5.52,Tomato,6.648
Silty,12.65,850,Rainfed,155.18,Summer,701.79,23.55,7.47,Potato,5.747
Loamy,2.06,3196,Sprinkler,195.67,Zaid,997.65,36.29,7.68,Rice,4.056
Sandy,10.62,1808,Drip,131.48,Summer,1320.9,44.78,6.62,Rice,4.449
Sandy,17.55,4504,Flood,40.1,Zaid,1370.61,29.4,6.36,Wheat,3.879
Clay,5.06,3425,Drip,35.93,Zaid,240.97,16.83,8.4,Rice,2.945
Clay,9.1,744,Flood,159.96,Rabi,359.12,11.47,7.3,Rice,3.128
Loamy,18.85,2773,Flood,137.06,Zaid,205.87,43.03,7.67,Rice,3.291
Clay,9.14,940,Rainfed,49.14,Rabi,840.17,26.91,5.51,Wheat,2.964
Sandy,7.81,4045,Flood,65.6,Kharif,767.31,35.08,7.85,Tomato,5.513
Clay,9.37,1967,Flood,155.04,Summer,909.54,33.11,6.78,Tomato,6.332
Peaty,10.87,911,Drip,121.91,Zaid,1088.74,41.18,6.47,Maize,3.508
Clay,13.01,1313,Flood,125.3,Summer,675.52,19.31,8.72,Potato,6.014
Sandy,16.21,4841,Sprinkler,57.8,Summer,471.15,25.46,5.22,Maize,2.71
Loamy,9.59,2230,Sprinkler,133.23,Rabi,713.27,41.98,5.78,Wheat,2.75
Silty,16.53,2474,Flood,158.71,Summer,211.71,30.5,6.5,Wheat,2.75
Clay,11.14,1049,Sprinkler,179.35,Summer,1278.28,12.5,6.3,Tomato,6.888
Sandy,7.43,2437,Rainfed,152.61,Summer,698.84,16.81,7.04,Rice,4.0
Silty,13.5,703,Sprinkler,123.75,Zaid,1009.62,18.3,6.6,Maize,3.865
Silty,14.64,4946,Rainfed,141.19,Summer,622.14,44.78,8.15,Wheat,2.258
Peaty,11.6,4914,Flood,107.32,Kharif,999.26,17.84,8.07,Potato,5.786
Silty,2.08,4088,Rainfed,60.84,Rabi,902.57,40.44,8.09,Maize,3.135
Sandy,4.23,3036,Rainfed,178.8,Kharif,471.13,12.73,6.48,Potato,5.359
Sandy,6.42,606,Flood,115.87,Rabi,1012.92,16.36,6.63,Potato,5.685
Clay,6.37,4311,Flood,126.98,Summer,342.51,40.52,7.88,Tomato,5.854
Clay,13.79,3201,Rainfed,198.22,Rabi,825.41,41.46,5.5,Tomato,6.692
Clay,1.35,4397,Drip,197.3,Zaid,1135.84,16.17,8.41,Potato,6.393
Silty,15.36,2719,Flood,125.54,Zaid,913.78,18.04,7.17,Maize,3.723
Silty,6.04,4436,Flood,26.11,Kharif,1170.15,28.57,8.39,Tomato,6.368
Peaty,6.89,4590,Drip,91.31,Zaid,555.11,11.84,8.17,Maize,2.619
Clay,11.03,1457,Sprinkler,188.71,Summer,263.46,43.08,6.5,Tomato,5.52
Loamy,5.1,3075,Drip,71.9,Kharif,272.76,22.67,5.41,Rice,2.968
Peaty,17.8,2867,Sprinkler,199.87,Kharif,549.34,27.13,8.68,Wheat,3.298
Loamy,2.62,1560,Drip,35.18,Kharif,729.97,13.68,6.38,Rice,3.0
Silty,9.44,3046,Rainfed,122.26,Zaid,898.76,11.14,6.49,Rice,3.704
Peaty,17.14,4236,Flood,112.78,Rabi,1184.96,26.37,8.64,Wheat,3.694
Peaty,12.7,4266,Drip,65.96,Zaid,1291.49,14.26,8.67,Tomato,5.638
Sandy,6.55,2172,Flood,190.75,Kharif,1101.79,32.06,6.05,Tomato,6.943
Silty,8.99,901,Sprinkler,131.45,Rabi,802.17,37.81,5.36,Rice,3.628
Silty,14.43,1101,Rainfed,61.44,Kharif,543.83,11.11,5.0,Tomato,5.641
Peaty,19.49,3499,Flood,89.13,Kharif,756.14,31.43,6.75,Potato,5.381
Silty,17.97,4813,Drip,149.82,Rabi,555.41,38.55,7.27,Potato,5.343
Peaty,7.51,4781,Drip,73.59,Rabi,1011.8,25.38,6.08,Tomato,6.255
Sandy,19.97,3952,Rainfed,178.33,Kharif,1263.67,43.59,6.04,Potato,6.604
Peaty,1.07,4134,Sprinkler,49.82,Kharif,873.65,13.89,6.43,Wheat,2.776
Silty,1.52,787,Rainfed,67.61,Zaid,259.59,21.3,6.05,Rice,3.357
Silty,16.65,587,Rainfed,46.08,Zaid,1421.67,18.05,8.43,Tomato,6.806
Peaty,4.79,2705,Flood,38.75,Zaid,582.57,44.87,7.57,Rice,2.777
Peaty,2.15,3467,Sprinkler,74.06,Summer,1388.86,20.3,8.32,Wheat,3.512
Peaty,5.51,4750,Rainfed,199.85,Kharif,1256.99,23.58,8.44,Rice,4.585
Clay,9.1,4034,Flood,36.98,Zaid,737.06,39.67,6.74,Tomato,5.585
Silty,14.88,719,Flood,58.34,Kharif,273.71,42.55,6.91,Wheat,2.047
Silty,12.86,1982,Sprinkler,68.89,Summer,1432.02,42.82,8.91,Wheat,3.641
Clay,5.51,3738,Sprinkler,131.44,Zaid,1056.77,29.54,8.27,Potato,5.929
Peaty,10.56,821,Flood,154.16,Zaid,524.55,33.22,8.19,Tomato,6.39
Sandy,18.6,3238,Sprinkler,155.35,Kharif,893.6,22.22,7.33,Wheat,3.335
Peaty,16.49,2336,Flood,21.55,Kharif,1025.98,31.25,6.84,Wheat,2.509
Peaty,7.14,3059,Sprinkler,137.33,Rabi,494.66,20.6,8.58,Rice,3.054
Clay,19.66,2068,Sprinkler,133.53,Rabi,321.6,36.11,8.22,Potato,5.105
Silty,14.46,2822,Sprinkler,113.18,Zaid,547.71,20.75,7.07,Rice,3.286
Peaty,2.19,3463,Drip,88.26,Rabi,261.88,40.78,6.08,Wheat,2.132
Silty,1.67,852,Sprinkler,163.54,Zaid,290.98,15.02,5.59,Wheat,3.204
Loamy,4.2,1528,Drip,81.9,Kharif,403.56,30.01,7.21,Rice,2.993
Silty,14.83,2509,Flood,61.4,Rabi,405.93,28.22,6.18,Rice,2.559
Sandy,4.49,1427,Rainfed,75.82,Zaid,522.34,19.23,6.06,Wheat,2.955
Sandy,10.72,529,Rainfed,99.14,Kharif,1418.66,10.98,5.42,Wheat,4.035
Peaty,2.77,3040,Rainfed,58.53,Zaid,948.57,15.2,5.14,Potato,5.68
Silty,18.5,4319,Flood,129.36,Summer,749.26,43.88,8.13,Wheat,2.817
Peaty,7.54,994,Sprinkler,179.16,Rabi,932.94,42.95,5.43,Wheat,3.521
Clay,18.25,4983,Drip,127.18,Summer,207.43,14.18,8.55,Tomato,5.386
Sandy,18.95,1372,Flood,100.4,Kharif,1363.17,23.12,5.86,Maize,3.736
Peaty,1.12,1334,Rainfed,163.44,Zaid,892.01,26.28,8.04,Maize,3.824
Clay,9.82,3824,Rainfed,154.65,Zaid,787.15,26.73,8.29,Wheat,3.509
Peaty,1.47,1129,Rainfed,86.07,Kharif,1424.08,20.46,8.17,Potato,6.203
Silty,18.27,3486,Rainfed,128.75,Summer,1149.53,41.95,8.49,Tomato,6.956
Silty,10.85,529,Drip,151.37,Zaid,638.65,41.8,6.36,Wheat,3.072
Silty,2.42,4282,Rainfed,64.18,Summer,1417.0,10.66,8.94,Tomato,6.739
Silty,3.1,1306,Drip,85.93,Summer,1307.6,32.75,6.12,Rice,4.752
Loamy,8.29,2468,Rainfed,39.04,Summer,1440.89,12.6,8.74,Potato,5.746
Clay,18.86,3968,Flood,197.78,Rabi,325.09,30.91,6.75,Maize,3.44
Clay,14.17,4080,Drip,35.46,Summer,1441.87,40.34,5.23,Tomato,6.557
Silty,17.48,2460,Drip,50.35,Rabi,905.75,32.73,8.14,Wheat,3.04
Loamy,7.96,4839,Flood,106.37,Summer,1073.88,26.41,8.15,Rice,3.994
Silty,1.82,720,Rainfed,175.75,Summer,475.91,43.53,5.79,Potato,6.187
Loamy,19.51,1843,Rainfed,84.06,Rabi,382.52,36.13,8.29,Tomato,5.94
Silty,1.33,2762,Sprinkler,158.35,Zaid,303.2,18.73,5.63,Rice,2.839
Sandy,19.01,2914,Sprinkler,141.69,Zaid,749.01,23.54,5.61,Tomato,6.835
Sandy,8.0,2661,Drip,134.96,Kharif,487.75,36.6,8.24,Tomato,6.411
Peaty,1.19,4620,Sprinkler,172.1,Kharif,306.11,10.68,6.16,Tomato,6.239
Silty,14.09,3481,Flood,22.55,Zaid,1441.59,12.24,5.31,Potato,6.024
Clay,19.63,1357,Flood,187.25,Kharif,1153.41,40.08,8.83,Potato,6.753
Peaty,19.35,1272,Flood,169.26,Zaid,873.21,11.5,7.23,Maize,3.914
Sandy,4.06,2992,Drip,188.82,Kharif,1166.35,33.75,6.79,Tomato,7.109
Silty,4.44,519,Flood,162.85,Zaid,994.9,21.16,7.02,Rice,4.273
Peaty,11.75,1305,Drip,178.15,Rabi,431.44,38.91,7.68,Wheat,2.723
Silty,13.11,1880,Drip,56.55,Kharif,1023.47,39.66,8.45,Tomato,5.601
Sandy,15.05,2675,Flood,77.46,Rabi,1085.32,43.37,7.69,Maize,3.537
Peaty,4.44,2905,Flood,76.74,Rabi,508.71,13.34,7.96,Potato,5.386
Sandy,19.22,3863,Drip,39.65,Rabi,616.19,24.8,5.72,Maize,2.998
Loamy,13.14,3926,Flood,151.32,Rabi,698.29,30.09,6.54,Maize,3.296
Sandy,17.09,1380,Sprinkler,44.51,Rabi,983.31,42.06,7.34,Tomato,5.526
Silty,11.26,3608,Drip,29.45,Summer,364.85,19.33,7.48,Tomato,5.29
Clay,8.87,1833,Rainfed,159.58,Rabi,1166.52,12.51,6.08,Rice,4.425
Sandy,19.57,2184,Drip,182.84,Kharif,649.83,17.06,8.9,Rice,4.577
Clay,12.06,3464,Flood,157.54,Rabi,1099.3,27.35,5.47,Maize,4.033
Loamy,17.47,2105,Flood,168.56,Kharif,1412.75,33.84,5.45,Rice,4.665
Peaty,19.11,3057,Drip,127.21,Rabi,1330.84,34.17,5.92,Rice,4.621
Peaty,13.83,943,Drip,179.79,Kharif,1158.86,12.61,8.02,Wheat,3.791
Clay,11.43,2542,Rainfed,109.41,Rabi,451.33,36.65,5.15,Rice,3.376
Peaty,1.07,1278,Rainfed,197.9,Zaid,1151.7,33.11,8.95,Maize,4.426
Sandy,1.76,3659,Drip,38.61,Summer,1026.53,24.26,8.95,Tomato,6.535
Clay,4.82,2246,Flood,165.65,Kharif,1204.31,29.99,5.64,Potato,6.449
Silty,4.53,4440,Drip,135.45,Kharif,1329.46,36.87,6.6,Tomato,6.625
Sandy,5.84,920,Sprinkler,124.52,Rabi,604.92,19.17,5.82,Maize,3.372
Sandy,6.79,2351,Sprinkler,150.65,Kharif,1037.6,42.9,6.63,Potato,5.424
Sandy,7.84,2608,Flood,171.25,Rabi,557.68,14.82,7.13,Wheat,3.298
Silty,8.99,4496,Drip,175.32,Summer,650.17,41.58,8.29,Maize,3.655
Loamy,2.88,1858,Drip,51.57,Zaid,876.84,35.93,5.14,Maize,3.626
Peaty,1.8,4410,Sprinkler,55.47,Zaid,764.41,33.12,8.95,Maize,3.357
Clay,13.8,3126,Drip,22.91,Summer,980.82,12.9,8.76,Tomato,5.084
Loamy,11.21,3187,Flood,43.73,Rabi,1186.39,42.17,7.28,Potato,5.979
Clay,9.44,4706,Flood,67.5,Rabi,986.53,20.34,6.92,Wheat,3.671
Peaty,13.05,990,Rainfed,149.79,Summer,1460.74,36.1,7.2,Rice,4.211
Silty,16.73,1795,Flood,105.64,Kharif,1159.56,40.97,5.07,Potato,5.748
Sandy,9.13,2581,Drip,156.42,Kharif,1480.52,18.55,7.95,Maize,4.765
Sandy,13.18,3871,Drip,107.58,Kharif,1166.47,42.01,6.99,Maize,3.581
Silty,19.12,2672,Sprinkler,120.01,Summer,860.29,31.42,6.14,Maize,3.356
Loamy,16.95,3674,Sprinkler,39.99,Zaid,734.31,33.07,6.85,Maize,2.747
Loamy,9.09,4564,Flood,159.78,Zaid,1156.36,42.01,6.17,Wheat,4.405
Clay,13.25,4253,Rainfed,156.46,Zaid,1093.26,28.44,7.8,Tomato,7.043
Silty,4.36,4329,Drip,75.36,Rabi,1069.39,25.42,7.46,Potato,5.854
Loamy,11.65,2449,Rainfed,79.14,Summer,1138.32,32.16,6.55,Wheat,3.819
Silty,19.65,3880,Drip,59.54,Kharif,1333.82,29.39,6.26,Wheat,3.517
Peaty,10.85,911,Flood,166.49,Zaid,496.09,12.15,8.51,Wheat,3.435
Sandy,18.63,1922,Flood,154.46,Zaid,934.36,16.32,7.73,Wheat,3.707
Sandy,8.74,3481,Sprinkler,129.65,Zaid,984.29,10.47,7.86,Wheat,3.24
Sandy,19.98,2176,Rainfed,62.99,Rabi,580.71,13.79,7.47,Wheat,2.821
Silty,12.01,2146,Sprinkler,50.93,Rabi,1484.33,35.54,5.3,Wheat,3.69
Silty,1.8,3211,Flood,29.05,Kharif,1221.2,10.16,5.24,Tomato,6.31
Clay,12.15,4459,Rainfed,28.21,Zaid,617.65,20.65,6.72,Tomato,6.16
Sandy,6.22,1739,Drip,53.68,Zaid,665.96,25.73,8.72,Wheat,3.583
Clay,1.62,1102,Sprinkler,38.1,Zaid,1133.74,42.82,7.1,Maize,3.291
Sandy,16.6,2437,Flood,120.1,Rabi,214.94,21.45,8.5,Rice,2.672
Clay,6.24,525,Drip,84.46,Kharif,803.25,37.41,5.39,Wheat,3.24
Clay,16.13,1567,Flood,100.09,Summer,646.04,24.31,7.9,Potato,5.554
Peaty,6.48,879,Drip,126.93,Rabi,1310.2,13.45,5.98,Potato,5.706
Clay,4.69,1784,Sprinkler,138.64,Zaid,1228.68,13.46,7.1,Wheat,3.898
Silty,19.5,4964,Drip,136.68,Kharif,631.73,25.14,6.17,Tomato,6.444
Clay,7.87,3682,Rainfed,66.95,Kharif,1324.24,12.03,7.85,Potato,5.658
Sandy,12.43,4247,Drip,165.73,Summer,1387.68,30.01,6.6,Tomato,6.76
Clay,12.59,2756,Flood,185.19,Zaid,918.2,27.28,6.85,Rice,4.717
Loamy,11.65,4427,Drip,76.87,Rabi,407.01,34.59,5.98,Maize,2.951
Sandy,18.38,4620,Sprinkler,23.07,Rabi,1201.43,16.5,6.13,Tomato,5.909
Loamy,13.81,1045,Flood,181.85,Rabi,615.15,30.75,5.72,Potato,6.108
Sandy,8.67,774,Flood,186.24,Zaid,885.47,16.11,7.22,Rice,4.013
Silty,17.39,3941,Flood,29.17,Zaid,259.27,35.28,5.58,Maize,2.563
Silty,4.44,2769,Flood,20.89,Zaid,850.12,20.75,6.07,Tomato,5.964
Silty,11.34,3608,Rainfed,166.95,Rabi,694.34,31.5,7.12,Maize,2.83
Loamy,19.06,3422,Flood,74.26,Zaid,1091.88,40.89,6.1,Rice,3.678
Peaty,12.88,3887,Flood,184.62,Zaid,253.02,27.09,7.35,Rice,3.584
Sandy,16.52,2370,Flood,59.01,Zaid,1012.43,16.73,5.06,Wheat,2.92
Silty,13.42,4513,Sprinkler,175.01,Summer,1203.54,41.01,8.89,Wheat,3.379
Sandy,16.95,610,Sprinkler,32.36,Summer,216.61,22.55,7.92,Tomato,5.264
Loamy,18.95,2255,Flood,66.91,Zaid,1174.95,35.56,7.02,Potato,5.692
Peaty,6.19,1867,Rainfed,195.16,Zaid,369.27,21.2,8.68,Wheat,3.464
Loamy,4.22,2028,Drip,61.62,Rabi,1107.47,20.44,8.48,Tomato,6.281
Sandy,10.2,1051,Rainfed,43.94,Kharif,791.86,32.47,6.47,Maize,3.089
Peaty,14.34,633,Flood,174.27,Zaid,917.59,15.47,5.46,Rice,4.196
Peaty,5.32,3411,Flood,41.2,Rabi,638.55,40.34,6.01,Wheat,2.399
Loamy,1.08,2513,Rainfed,37.54,Rabi,519.11,23.57,5.83,Tomato,5.379
Silty,7.52,3762,Flood,78.22,Kharif,292.36,10.67,8.0,Rice,3.561
Sandy,19.41,1560,Drip,134.36,Rabi,1324.1,20.69,7.19,Maize,4.086
Clay,14.2,3007,Sprinkler,147.93,Kharif,993.56,37.47,8.4,Wheat,3.421
Clay,8.63,2522,Drip,178.62,Zaid,1477.64,40.08,6.96,Wheat,4.493
Loamy,4.66,2686,Drip,117.36,Summer,1305.59,29.88,8.08,Maize,4.561
Sandy,7.77,3165,Drip,90.82,Kharif,1330.52,20.29,6.29,Potato,6.624
Sandy,4.23,3670,Rainfed,84.59,Zaid,977.2,28.47,7.41,Tomato,6.214
